mode,strategy,run_number,user,policy_ids,predicate_functions,tables_affected,cpu_ms,elapsed_ms,logical_reads,rows_returned,errors,machine,query_name,tables_used
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P23,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1825,180,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14564,13938,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14571,13994,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14689,14036,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14688,14078,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,14636,14073,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1643,162,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1757,177,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1850,185,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1805,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P17,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1851,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5402,5142,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5436,5221,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5359,5146,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5511,5253,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,5452,5239,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1680,171,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1805,181,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1797,179,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1860,186,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P15,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1792,176,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,12261,5626,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,12126,5701,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,12218,5686,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,12270,5759,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,12235,5710,6016589,892,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1657,164,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1843,184,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1826,187,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1855,186,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P13;P29,dbo.p11_customer_supplier_same_region;dbo.p13_orders_customer_europe;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1842,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,120872,24526,16681170,496,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,117809,29534,16681170,496,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,117771,29769,16681170,496,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,118196,31188,16681170,496,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,113903,27236,16681170,496,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,1732,170,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,1853,184,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,1846,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,1776,177,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P14,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p14_customer_asia_balance,lineitem;orders;customer,1844,183,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,4900246,6160332,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,4949217,449533,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,4927519,437092,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,4915563,440279,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,4645818,5310074,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,727,75,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1110,110,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1048,105,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1061,110,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P23,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1012,105,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,8056,7695,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,7958,7608,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,8002,7649,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,8045,7689,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,7993,7646,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,729,74,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,898,95,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1042,106,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1038,104,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P17,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,1026,101,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,2776,2655,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,2780,2667,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,2796,2676,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,2805,2675,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,2798,2671,4582153,0,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,733,75,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1064,111,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,822,86,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1076,106,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P15,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p15_customer_recent_large_orders,lineitem;orders;customer,1035,103,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,4527143,396881,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,4645316,407272,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,4527235,397558,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,4662740,412596,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,4618648,866696,501759757,2368,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,877,92,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1140,113,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1083,114,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1066,106,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P33;P29,dbo.p11_customer_supplier_same_region;dbo.p33_orders_customer_above_nation_avg;dbo.p29_customer_lifetime_value_gt_balance,lineitem;orders;customer,1031,114,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,9633,8147,18432148,664,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,9443,7927,18432148,664,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,9800,8314,18432148,664,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,10128,8674,18432148,664,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,10115,8391,18432148,664,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,798,83,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,989,102,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,992,103,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1058,107,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P21;P14,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p14_customer_asia_balance,lineitem;orders;customer,1015,103,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,15702,11346,24499955,3782,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,15558,11228,24499955,3782,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,3,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,15185,11005,24499955,3782,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,4,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,15879,11536,24499955,3782,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,5,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,16115,11565,24499955,3782,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,1,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,821,83,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,2,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,984,100,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,3,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,1073,106,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,4,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,961,101,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
NO_RLS,MODE1_CARTESIAN,5,user1,P11;P21;P23,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p23_customer_multi_supplier,lineitem;orders;customer,837,108,131412,11620,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,1,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,8974,8613,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
WITH_RLS,MODE1_CARTESIAN,2,user1,P11;P21;P17,dbo.p11_customer_supplier_same_region;dbo.p21_orders_high_revenue;dbo.p17_customer_active_no_cancel,lineitem;orders;customer,8704,8306,13572264,0,,Mr,3.sql,"lineitem,orders,customer"
